Code,Subject Code,Course Title,Credits,Semester Typically Offered,Foundations Designation,Description,Grading Basis,Course Type,Course Level,College,Department
MBA570,MBA,Business Plan Capstone,1,spring only,NULL,Teams present their IP commercialization projects to gain seed funding.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA507,MBA,Statistical Thinking and Business Analytics,3,fall only,NULL,Introduces descriptive business analytics techniques for transforming data into information decision-makers can use including visual techniques and numerical measures tools for presenting statistical data%COMMA% using probability to measure uncertainty%COMMA% sampling techniques%COMMA% statistical inference%COMMA% and predictive business analytics tools.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA552,MBA,Strategic Human Resources,1,spring only,NULL,Guides conversations as students explore the various ways that managers can strategically partner with HR for successful human capital initiatives. Emphasis placed on strategic workforce recruitment%COMMA% hiring%COMMA% and retention. Topics include compensation and benefits administration%COMMA% performance evaluation%COMMA% and training.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA598,MBA,Seminar,1-4,fall or spring or summer or all,NULL,Small group meetings for the exchange ideas%COMMA% debate of issues%COMMA% or presentation of research.  Format%COMMA% conduct%COMMA% and purpose of seminars vary widely among disciplines. Either graded or pass/fail.,Letter Grade - Regular,Seminar,Graduate,College of Business and Economics,Business Administration (MBA)
MBA548,MBA,Opportunity Assessment,1,spring only,NULL,Small groups develop a problem statement%COMMA% value proposition%COMMA% and initial pre-market estimate of revenue potential for a new commercialization opportunity.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA560,MBA,Feasibility and Planning II,1,spring only,NULL,Teams develop a cost structure plan for their chosen commercialization opportunity. Includes staffing%COMMA% production planning%COMMA% and supply chain issues.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA533,MBA,Communication Skills for Managers,1,fall only,NULL,A hands-on introduction to managerial communication including persuasive formal presentations%COMMA% informal exchanges%COMMA% elevator pitches%COMMA% and meetings. Emphasis placed on team-oriented communication tactics.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA531,MBA,Strategic Perspectives,3,fall only,NULL,Examines the major forces transforming business that enable creativity and innovation%COMMA% and that drive industry life cycle and evaluation. A novel business plan is developed using collaborative%COMMA% structured innovation processes. Defines what constitutes a sustainable competitive strategy.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA569,MBA,Information Technology and Process Management,3,spring only,NULL,Explores state of the art approaches to capturing%COMMA% storing%COMMA% retrieving%COMMA% and representing enterprise data. Introduction to management of the IT function. Introduction to process management approaches for enhancing efficiency%COMMA% insuring compliance%COMMA% and managing to ISO and certification standards,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA541,MBA,Managerial Accounting,3,spring only,NULL,Analyzes the nature of costs and how costs can be used to manage and control the activities of firms. Particular emphasis is placed on the uses of accounting numbers to motivate employees and managers.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA530,MBA,MBA Foundations,1,fall only,NULL,Provides self-paced foundation or refresher in basic business topics.Includes introduction to the Professional MBA program%COMMA% academic policies%COMMA% resources%COMMA% goal setting%COMMA% and career guidance.,Pass/Fail - PF,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA512,MBA,Management and Oral Communication,3,fall only,NULL,A hands-on introduction to managerial oral communication including informal exchanges%COMMA% elevator pitches%COMMA% meetings%COMMA% and persuasive formal presentations. Addresses OB concepts such as negotiation%COMMA% leadership%COMMA% and team dynamics.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA571,MBA,Capstone Integration,4,spring only,NULL,Culminating project in which students develop or introduce a new product or service to an existing organization. Students complete an individual intrapreneurship project which incorporates content covered in prior courses and develops a business case with both strategic and tactical elements to bring new opportunities or efficiencies to the company. Special focus on change management for large-scale projects%COMMA% including stakeholder communication. Includes close mentoring support from faculty and collaboration with classmates to enhance cross-learning.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA565,MBA,New Value Creation,4,summer only,NULL,Focuses on customer-centric value creation and the implementation of marketing concepts in growth-oriented companies. Discussions and assignments will provide real world examples of how entrepreneurs (and intrapreneurs) are creating new markets and disrupting others. Students will understand the patterns of value creation%COMMA% leverage the experience and skills of their team%COMMA% avoid wasting time with ideas that won't work%COMMA% and design%COMMA% test%COMMA% and deliver products and services customers want. ,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA696,MBA,Directed Research,1-6,fall or spring or summer or all,NULL,Research conducted by a graduate student under the supervision of a member of the graduate faculty. Requires the clear statement of a hypothesis or proposition%COMMA% a review of the relevant literature%COMMA% analysis and synthesis of data or scholarly evidence%COMMA% and the inference of conclusions. The results must be stated in a report written in clear and effective English. Requires submission of an Application for Directed Research prior to the deadline specified in the academic calendar. Either graded or pass/fail.,Letter Grade - Regular,Directed Research,Graduate,College of Business and Economics,Business Administration (MBA)
MBA562,MBA,Business Modeling,3,summer only,NULL,Advanced development and interpretation of optimization models using spreadsheets and computer simulation tools. Applications integrate finance%COMMA% operations%COMMA% and supply chain issues.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA549,MBA,Successful Project Management,3,summer only,NULL,Introduces and provides experience in the front-end issues of project management such as team formation%COMMA% communication strategies%COMMA% conflict management%COMMA% project constraints%COMMA% risk analysis%COMMA% or tools for project planning. Also explores use of the tools of project management including PERT/Critical Path%COMMA% resource utilization%COMMA% project monitoring and tracking%COMMA% and critical chain analysis.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA558,MBA,Business Law and Ethics,3,fall only,NULL,"Introduces future managers to the major legal issues involved in the business environment. Covers legal reasoning and the legal system%COMMA% agency and business associations%COMMA% torts%COMMA% contracts%COMMA% intellectual property%COMMA% employment law%COMMA% sales%COMMA% and product liability. The course will also focus on ethics in business issues and provide a methodology for evaluating and addressing ethical dilemmas in the workplace. ",Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA546,MBA,Strategic Management,3,spring only,NULL,Analysis%COMMA% formulation%COMMA% and implementation of business and corporate strategies. Integrates prior functional area coursework.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA503,MBA,Managing Successful Projects,3,spring only,NULL,Introduces the front-end issues of project management including team formation%COMMA% communication strategies%COMMA% conflict management%COMMA% project constraints%COMMA% risk analysis%COMMA% and tools for project planning. Hands-on experience with the tools of project management including PERT/Critical Path%COMMA% resource utilization%COMMA% project monitoring and tracking%COMMA% and critical chain analysis.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA501,MBA,Accounting for Managers,3,fall only,NULL,An in-depth examination of financial statement use in business decision-making. A user's perspective focuses study on interpreting the output of the accounting system rather than on details of statement preparation. Examines various cost-based accounting concepts and practices. Particular emphasis is directed to the challenges involved in using cost data to evaluate past performance and plan future deployment of firm resources..,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA527,MBA,Applied Capstone Project Start,3,spring only,NULL,Initiates team capstone project for a client organization. Provides hands-on experience in project planning and design.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA590,MBA,Practicum/Internship,1-12,fall or spring or summer or all,NULL,"To earn graduate credit you must have a 3.00 cumulative GPA and no more than 12 credits may be applied toward a graduate degree or second undergraduate degree. Some graduate programs%COMMA% however%COMMA% accept only 3 internships credits. Practicum/Internship cannot be repeated to improve a grade. Either graded or pass/fail. Notes: An undergraduate internship is an entry level employment experience related to the discipline. The graduate intern already has an undergraduate degree and is expected to perform with a higher level of responsibility%COMMA% decision-making authority%COMMA% and accomplishment.",Letter Grade - Regular,Practicum,Graduate,College of Business and Economics,Business Administration (MBA)
MBA508,MBA,Corporate Financial Management,3,fall only,NULL,A framework to analyze investment opportunities and identify appropriate financing strategies. Emphasizes the key techniques of corporate financial decision- making%COMMA% including risk and return%COMMA% capital budgeting%COMMA% discounted cash flow valuation%COMMA% capital structure%COMMA% and payout policy.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA509,MBA,Data Management and Analytics,3,spring only,NULL,Explores the development%COMMA% use and management of databases in an organization. Provides an overview of the analytics process from business and data understanding through modeling and evaluation. Introduces fundamental data and text modeling techniques that can be incorporated into the analytics process.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA563,MBA,Information Technology Management,1,fall only,NULL,Guides conversations as students explore the various ways that Information Technology (IT) contributes to an organization's competitive advantage. Discover how technology extends to organizational planning and goals%COMMA% beyond infrastructure and cost savings.  Weekly topics include IT governance%COMMA% IT communication%COMMA%  evaluating IT investment%COMMA% change management%COMMA% cybersecurity%COMMA% risk management%COMMA% and  incident response. ,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA596,MBA,Independent Study,1-6,fall or spring or summer or all,NULL,Advanced study of a specialized topic; design and completion of a project may be included in the study. The student works with a high degree of Independence to meet well-defined goals under the supervision of a member of the graduate faculty. Requires submission of a completed Application for Graduate Independent Study prior to the deadline specified in the academic calendar. An independent study cannot be substituted for a course regularly offered at Boise State%COMMA% nor can independent study credits be used to improve a grade in a course the student has already taken. Either graded or pass/fail.,Letter Grade - Regular,Independent Study,Graduate,College of Business and Economics,Business Administration (MBA)
MBA543,MBA,Managing Corporate Finance,3,spring only,NULL,Examines the three major decisions in Corporate Finance affecting value of the firm: Investment%COMMA% Financing and Cash Distribution. Includes the methods used to measure corporate value and evaluate financial performance. Issues in each of the three decision areas are examined within the context of their impact on the valuation model and financial performance metrics.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA557,MBA,Managing Human Resources,3,spring only,NULL,An applied approach to managing people in organizations. Includes legal constraints%COMMA% strategic HR planning%COMMA% recruiting and selecting talent%COMMA% managing employee performance and rewards%COMMA% and discipline and organizational exit.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA544,MBA,Global Economics: Policy and Trade,3,spring only,NULL,Reviews how economies work%COMMA% the differences between economic systems%COMMA% factors that influence international trade%COMMA% exchange rates%COMMA% and government polices related to trade. Includes a survey on the economies of the world%COMMA% current topics in global economics%COMMA% data sources for international economic trends%COMMA% and an introduction to major international trade agencies/associations.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA556,MBA,Feasibility and Planning I,1,fall only,NULL,Teams develop a revenue stream plan for their chosen commercialization opportunity. Includes customer segmentation%COMMA% pricing%COMMA% and channel issues.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA592,MBA,Portfolio,1-6,fall or spring or summer or all,NULL,A broad-based selection of significant student work that is used to appraise student performance and professional development. A portfolio reflects the depth and breadth of a student's educational growth since entering the graduate program. Portfolios may include%COMMA% but not be limited to%COMMA% classroom examinations%COMMA% journals%COMMA% writing samples%COMMA% publishable scholarship%COMMA% professional projects%COMMA% annotated bibliographies%COMMA% and artistic endeavors%COMMA% Pass/fail only.,Pass/Fail/In-Progress - PIP,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA506,MBA,Discipline Integration: Live Cases,3,fall only,NULL,Integrates current course topics via application to operating businesses.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA567,MBA,Business Plan Development,4,fall only,NULL,Teams develop full business plans for their chosen IP commercialization project.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA559,MBA,Issues in Supply Chain Management,3,spring only,NULL,Introduces product and service movement within the firm and between the firm and its partners up and down the supply chain. Focus on logistics management%COMMA% supplier relationships%COMMA% and creating operational excellence within the firm.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA536,MBA,Strategic Marketing,4,summer only,NULL,Focuses on design and implementation of marketing activities to execute a firm's strategy in target markets. Special emphasis on evaluating opportunities for new products or services. Exploration of consumer economics topics including pricing%COMMA% competitive forces%COMMA% and demand. Includes segment analysis%COMMA% customer choice behavior%COMMA% branding%COMMA% marketing tactics%COMMA% and the evaluation of market opportunities. ,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA514,MBA,Innovation Driven Advantage,3,fall only,NULL,Introduces Design Thinking%COMMA% a hands-on%COMMA% technique-based training in the process of creating new%COMMA% market-viable products and services. Special focus on disruptive technologies%COMMA% reconstructing market boundaries%COMMA% ethnographic research%COMMA% and needs-based product positioning strategies. Examines the start-up phase of business%COMMA% whether an entirely new entity or within an existing organization. Emphasis on opportunity recognition%COMMA% commercialization%COMMA% and business plan development.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
MBA510,MBA,Operations and Supply Chain Management,3,spring only,NULL,Explores the flow of products and services from suppliers%COMMA% within the firm%COMMA% and to customers. Topics include forming strategic supplier and customer relationships%COMMA% developing operations excellence through continuous improvement%COMMA% lean methodologies%COMMA% and logistics management.,Letter Grade - Regular,Lecture,Graduate,College of Business and Economics,Business Administration (MBA)
ME433,ME,Dynamic Meteorology,3,on demand,NULL,Atmospheric dynamics and thermodynamics%COMMA% planetary boundary layer%COMMA% jet stream dynamics and global circulation systems%COMMA% numerical modeling and forecasting%COMMA% climate change topics%COMMA% and weather analysis. A weekly one-hour lab includes weather analysis topics and weather-related activities on the WEB.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME550,ME,Advanced Mechanics of Materials,3,fall or spring or both,NULL,Extension of stress-strain concepts to three-dimensions%COMMA% plate and shell analysis%COMMA% failure theories%COMMA% and fatigue. Analysis and visualization techniques include Finite Element Analysis and photoelasticity.,Letter Grade - Regular,Lecture,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME567,ME,Robotics and Automated Systems,3,fall or spring or both,NULL,An introduction to robotics with emphasis on automated systems applications. Topics include: basis components of robotic systems; selection of coordinate frames; homogeneous transformations; solutions to kinematic equations; velocity and force/torque relations; manipulator dynamics; digital simulation of manipulator motion; motion planning; actuators of robots; sensors of robots; obstacle avoidance; and control design. Cross-listed with ECE564%COMMA% may be taken for credit once.,Letter Grade - Regular,Lecture,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME487,ME,Senior Design Project I (FF),2,fall and spring only,FF - Finishing Foundations,First course for mechanical engineers in capstone design. Integration of previous coursework with advanced application of design methodology%COMMA% teamwork%COMMA% and project management skills. Comprehensive group projects include determining customer requirements%COMMA% specification creation%COMMA% concept design%COMMA% documentation%COMMA% and presentation.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME405,ME,Fundamentals of Engineering Exam Review and Preparation,1,spring only,NULL,A preparatory overview designed for individuals planning to take the Fundamentals of Engineering (FE) exam.,Pass/Fail - PF,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME430,ME,Fluid Dynamics,3,on demand,NULL,Advanced fluid mechanics theory and applications in potential flow%COMMA% viscous flow%COMMA% boundary layer theory%COMMA% turbulent flow and turbulence modeling%COMMA% compressible flow%COMMA% turbomachinery%COMMA% and computational fluid dynamics.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME464,ME,Production Engineering,3,intermittently,NULL,Engineering design and control of production or manufacturing systems. Concurrent engineering%COMMA% product design and process planning%COMMA% facilities layout%COMMA% quality control%COMMA% management%COMMA% inventory systems%COMMA% scheduling%COMMA% and information systems.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME465,ME,Robust Control of Industrial Systems,3,fall or spring or both,NULL,Performance and vulnerabilities of continuous-feedback control systems in industrial applications. Theory%COMMA% simulation%COMMA% and real-world case studies%COMMA% building on a basic understanding of dynamical systems.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME577,ME,Biomaterials,3,fall only,NULL,Theory of biomaterials science. Medical and biological materials and their applications. Selection%COMMA% properties%COMMA% characterization%COMMA% design and testing of materials used by or in living systems. Cross-listed with BIOL 577 and MSE 577%COMMA%  may be taking one for credit.,Letter Grade - Regular,Lecture,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME112,ME,Introduction to Biomedical Engineering,1,spring only,NULL,An introduction to the broad field of biomedical engineering. This course will survey topics related to medical devices%COMMA% biomaterials%COMMA% biomechanics%COMMA% and bioinstrumentation.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME489,ME,Senior Design Project II,2,fall and spring only,NULL,Second course for mechanical engineers in capstone design. Projects started in ME 487 continue with detail design%COMMA% prototyping%COMMA% testing%COMMA% documentation%COMMA% and presentation. A familiarization with engineering practice in industry will be provided.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME590,ME,Practicum/Internship,1-12,fall or spring or summer or all,NULL,"To earn graduate credit you must have a 3.00 cumulative GPA and no more than 12 credits may be applied toward a graduate degree or second undergraduate degree. Some graduate programs%COMMA% however%COMMA% accept only 3 internships credits. Practicum/Internship cannot be repeated to improve a grade. Either graded or pass/fail. Notes: An undergraduate internship is an entry level employment experience related to the discipline. The graduate intern already has an undergraduate degree and is expected to perform with a higher level of responsibility%COMMA% decision-making authority%COMMA% and accomplishment.",Letter Grade - Regular,Practicum,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME493,ME,Internship,1-12,fall or spring or summer or all,NULL,Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493%COMMA% a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied towards graduation requirements.,Letter Grade - Regular,Internship,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME477,ME,Biomaterials,3,fall only,NULL,Theory of biomaterials science. Medical and biological materials and their applications. Selection%COMMA% properties%COMMA% characterization%COMMA% design and testing of materials used by or in living systems. Cross-listed with BIOL477 and MSE477%COMMA% may be taken for credit once.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME483,ME,Senior Design Project II,3,fall or spring or both,NULL,Second course for mechanical engineers in capstone design. Projects started in ME 481 continue with parametric design%COMMA% prototyping%COMMA% testing%COMMA% documentation and presentation.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME576,ME,Advanced Dynamics,3,fall or spring or both,NULL,Analytical modeling to predict the performance of linked%COMMA% multi-body mechanical systems undergoing large displacements and rotations. Theoretical considerations in preparing models for computer simulations and interpreting results. Application of a state of the art computer package in creating realistic simulations.,Letter Grade - Regular,Lecture,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME424,ME,Thermal and Fluids Systems Design,3,fall or spring or both,NULL,Applied thermodynamics%COMMA% fluid mechanics%COMMA% and heat transfer in design of HVAC systems%COMMA% thermal power plants and engines%COMMA% related piping or ducting systems. Design for system optimization%COMMA% simulation%COMMA% and economics.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME585,ME,Vehicle Design,3,fall or spring or both,NULL,Subsystem design for wheeled vehicles including bicycles%COMMA% motorcycles%COMMA% cars%COMMA% trucks and ATVs. Static and dynamic analyses of traction and reaction forces during acceleration%COMMA% braking and cornering. Suspension response analysis. Subsystem design including suspension%COMMA% chassis%COMMA% steering%COMMA% transmission%COMMA% brakes%COMMA% and tires.,Letter Grade - Regular,Lecture,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME484,ME,Robust Design,3,on demand,NULL,Statistics and probability applied to the design of products and processes. Stochastic modeling and analysis of mechanical systems. Product reliability%COMMA% series and parallel systems reliability%COMMA% structural reliability%COMMA% Taguchi methods%COMMA% failure modes and effects analysis%COMMA% and Monte Carlo simulation.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME370,ME,Advanced Engineering Mathematics,3,on demand,NULL,Application of advanced mathematics to engineering problems. Laplace and Fourier transforms%COMMA% linear and nonlinear systems of equations%COMMA% vector calculus%COMMA% Greens and Stokes theorems%COMMA% divergence%COMMA% gradient%COMMA% and curl. Numerical methods used for modeling and analysis.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME478,ME,Design and Analysis of Mechatronic Systems,3,fall or spring or both,NULL,Design and analysis of engineering systems containing mechanical%COMMA% electro-mechanical and embedded computer elements. The course provides an overview of basic electronics%COMMA% digital logic%COMMA% signal processing and electromechanical devices%COMMA% and fundamentals of event-driven programming.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME539,ME,Radiation Heat Transfer,3,fall or spring or both,NULL,Radiation heat transfer due to emission and absorption between surfaces and within materials. Analytical and numerical solutions for steady and unsteady heat transfer due to radiation as a dominant process or in combination with convection and conduction.,Letter Grade - Regular,Lecture,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME505,ME,Mechanical Engineering Teaching Experience,2,fall or spring or both,NULL,Provide teaching support in a mechanical engineering class under faculty supervision. Duties may include teaching a lab section%COMMA% holding office hours%COMMA% and overseeing projects. Content includes basic pedagogy and teaching skills. ,Pass/Fail - PF,Laboratory,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME596,ME,Independent Study,1-6,fall or spring or summer or all,NULL,Advanced study of a specialized topic; design and completion of a project may be included in the study. The student works with a high degree of Independence to meet well-defined goals under the supervision of a member of the graduate faculty. Requires submission of a completed Application for Graduate Independent Study prior to the deadline specified in the academic calendar. An independent study cannot be substituted for a course regularly offered at Boise State%COMMA% nor can independent study credits be used to improve a grade in a course the student has already taken. Either graded or pass/fail.,Letter Grade - Regular,Independent Study,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME413,ME,Experimental Methods Lab II,2,fall and spring only,NULL,In-depth continuation of ME 313%COMMA% including signal conditioning and processing%COMMA% complex measurement systems%COMMA% Design of Experiments (DOE) and Analysis of Variance (ANOVA). Application of full and partial-fraction factorial design to higher-dimension matrices.,Letter Grade - Regular,Laboratory,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME442,ME,Corrosion Engineering,3,intermittently,NULL,Electrochemical principles%COMMA% thermodynamics%COMMA% types of corrosion%COMMA% corrosion measurements%COMMA% and corrosion prevention with examples from selected industries.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME593,ME,Thesis,1-12,fall or spring or summer or all,NULL,Independent research or creativity activity at the master's level resulting in a thesis that must be defended at a final oral examination and archived in the university library. The thesis must be written in clear and effective English and presented in a format that conforms to the standards of the Graduate College. Pass/fail only.,Pass/Fail/In-Progress - PIP,Thesis Research,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME402,ME,Applied Numerical Methods for Engineers,3,on demand,NULL,Approximate and numerical methods for solving systems of linear and nonlinear equations%COMMA% and ordinary and partial differential equations with engineering applications. Finite difference and finite element techniques; roots%COMMA% curve fitting%COMMA% and numerical integration.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME420,ME,Thermodynamics II,3,fall or spring or both,NULL,Advanced topics and applications of thermodynamics include power and refrigeration cycles%COMMA% combustion%COMMA% mixed gas properties%COMMA% chemical equilibrium%COMMA% and psychrometric applications.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME356,ME,Introduction to Solid Biomechanics,3,spring only,NULL,Principles of engineering mechanics as applied to the human musculoskeletal system. Topics include functional anatomy%COMMA% human motion analysis%COMMA% mechanical properties of biological tissues%COMMA% and modeling of the human body.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME686,ME,Master's Preliminary Examination,1-6,fall or spring or summer or all,NULL,An early assessment of a student's potential to complete a master's program satisfactorily. Considerable autonomy is granted to the academic unit in the design%COMMA% administration%COMMA% and evaluation of the preliminary examination. Pass/fail only.,Pass/Fail - PF,Lecture,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME536,ME,Computational Fluid Dynamics,3,fall or spring or both,NULL,Theory and numerical modeling in fluid dynamics. Finite difference%COMMA% finite volume%COMMA% and finite element techniques will be treated. The course will include projects and research applications in engineering and environmental flows. Recommended to have taken CE 330 or ME 330.,Letter Grade - Regular,Lecture,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME401,ME,Engineering Systems and Applications,3,fall and spring only,NULL,Analyze and optimize simple and complex engineering systems using appropriate theories and principles of engineering and science.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME688,ME,Thesis Proposal,1-6,fall or spring or summer or all,NULL,Background%COMMA% objectives%COMMA% scope%COMMA% methods%COMMA% and timeline of the thesis research. Considerable autonomy is granted to the academic unit in the design%COMMA% administration%COMMA% evaluation%COMMA% and approval of the thesis proposal. Pass/fail only.,Pass/Fail - PF,Lecture,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME360,ME,System Modeling and Control,3,fall and spring only,NULL,Modeling and simulation of physical systems. Transfer functions%COMMA% block diagrams%COMMA% step responses and stability. Design of feedback control systems in the Laplace domain. Cross-listed with ECE360%COMMA% may be taken for credit once.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME303,ME,Solid Mechanics II,3,fall and spring only,NULL,Systems approach to design and analysis of machines to prevent static and fatigue failure. Stochastic analysis of safety and design factors.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME481,ME,Senior Design Project I (FF),3,fall or spring or both,FF - Finishing Foundations,First course for mechanical engineers in capstone design. Integration of previous coursework with modern design theory%COMMA% methodology%COMMA% teamwork and project management. Comprehensive group projects include determining customer requirements%COMMA% developing design specifications%COMMA% preparing concept and configuration designs%COMMA% documentation and presentation.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME591,ME,Project,1-6,fall or spring or summer or all,NULL,Execution of a substantial exercise that demonstrates the ability to successfully and independently carry out a professional activity similar to what is encountered in the professional workplace; archival of the results of the project is required according to standards approved by the Graduate College. Pass/fail only.,Pass/Fail/In-Progress - PIP,Project,Graduate,College of Engineering,Mechanical and Biomedical Engineering
ME470,ME,Finite Element Methods,3,fall or spring or both,NULL,Theoretical development of finite element methods%COMMA% solution algorithm formulation%COMMA% and problem solving in stress analysis%COMMA% heat transfer%COMMA% and fluid flow.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME466,ME,Computer Integrated Design and Manufacturing,3,on demand,NULL,Integration of computer aided design with manufacturing practices. Geometric modeling%COMMA% CAD%COMMA% concurrent engineering%COMMA% group technology%COMMA% process planning and control%COMMA% numerical control%COMMA% robotics%COMMA% and automation.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME454,ME,Composites,3,on demand,NULL,Mechanics of composite materials. Solid mechanics principles used to analyze layered composites%COMMA% long and short fiber composites%COMMA% and woven composites. Finite Element Analysis reinforces content.,Letter Grade - Regular,Lecture,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
ME301L,ME,Solid Mechanics Lab,1,fall and spring only,NULL,Practical experience in testing engineering materials%COMMA% data acquisition%COMMA% data analysis%COMMA% and technical communication.,Letter Grade - Regular,Laboratory,Undergraduate,College of Engineering,Mechanical and Biomedical Engineering
