"Code","Subject Code","Number","Cross-listed","Course Title","Lecture Hours","Lab/Studio Hours","Credits","Semester Typically Offered","Foundations Designation","Description","Grading Basis","(requiresPermission)","Prerequisites","Co-requisites","Repeatable","Max Attempts","Total Credits Allowed","Course Type","Course Level","College","Department"
"PSYC596","PSYC","596",,"Independent Study","V","V","1–6","fall or spring or summer or all",,"Advanced study of a specialized topic; design and completion of a project may be included in the study. The student works with a high degree of Independence to meet well-defined goals under the supervision of a member of the graduate faculty. Requires submission of a completed Application for Graduate Independent Study prior to the deadline specified in the academic calendar. An independent study cannot be substituted for a course regularly offered at Boise State, nor can independent study credits be used to improve a grade in a course the student has already taken. Either graded or pass/fail.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Independent Study","Graduate","College of Arts and Sciences","Psychological Science"
"PSYC489","PSYC","489",,"Capstone Perspectives on Psychological Issues","3","0","3","fall or spring or both",,"Controversial issues and social problems are addressed. Students analyze how different areas of psychology contribute to the understanding of contemporary problems making psychological theory and research relevant and understandable to community agencies/groups.","Letter Grade - Regular",,"Complete all of the following
Completed the following:
  PSYC321 - Research Methods (4)

Must have a class standing of senior or higher
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC271","PSYC","271",,"Human Relationships","3","0","3","fall or spring or both",,"The study of individual sexuality as well as the dynamics of close relationships from a variety of psychological perspectives. Topics covered include sexuality development, sexual behavior, initial attraction, dating patterns, long-term relationships, familial relationships, intimacy and communication, domestic violence, and relationship development.","Letter Grade - Regular",,"Completed the following:
PSYC101 - Introduction to Psychology (FS) (3)
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC261","PSYC","261",,"Human Sexuality","3","0","3","fall or spring or both",,"An overview of human sexuality emphasizing both physiological and psychological aspects of sexuality. Topics include sexual anatomy and physiology, sexual response cycle, childbirth, contraception, sexual dysfunction, sex role development, and sexual deviation. Cross-cultural values will be examined and a values clarification unit will be included.","Letter Grade - Regular",,"Completed the following:
PSYC101 - Introduction to Psychology (FS) (3)
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC293","PSYC","293",,"Internship","V","V","1–12","fall or spring or summer or all",,"Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493, a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied towards graduation requirements.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Internship","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC505","PSYC","505",,"Advanced Statistical Methods","3","0","3","spring only",,"Advanced topics in univariate statistics (for example, repeated measures designs) and multivariate techniques such as discriminant analysis, factor analysis, and principal component analysis.","Letter Grade - Regular",,"Complete all of the following
Completed the following:
  PSYC321 - Research Methods (4)

or equivalent
",,"false",,"3","Lecture","Graduate","College of Arts and Sciences","Psychological Science"
"PSYC512","PSYC","512",,"Lifespan Human Development","3","0","3","fall only",,"Examines both typical and atypical development across the lifespan using an ecological systems perspective. Topics include the mutual influences and contexts of biology, personality, cognitions, social relationships and culture on a variety of age-related issues.","Letter Grade - Regular",,,,"false",,"3","Lecture","Graduate","College of Arts and Sciences","Psychological Science"
"PSYC401","PSYC","401",,"General Psychology Teaching Assistant","0","3","3","fall and spring only",,"Serve as teaching assistant for PSYC 101. Experience may include attending lectures, holding office hours, tutoring students, grading papers, supervising review sessions, guest lecturing, and/or other duties relevant to the course. Recommended PSYC 101, upper-division standing, and a cumulative GPA above 3.00.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"false",,,"Practicum","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC421","PSYC","421",,"Psychological Measurement","3","0","3","fall or spring or both",,"Theory and nature of psychological measurement together with a survey of types of psychological tests currently used.","Letter Grade - Regular",,"Complete all of the following
Completed the following:
  PSYC321 - Research Methods (4)

Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC431","PSYC","431","SOC431","Social Psychology","3","0","3","fall or spring or both",,"The primary focus is the individual; the unit of analysis, the interpersonal behavior event. A study of individual motives, emotions, attitudes, and cognition with reference to interactions with other human beings. SOC 101 and a course in statistics or research design are strongly recommended. Cross-listed with SOC 431, may be taken once for credit.","Letter Grade - Regular",,"Complete all of the following
Completed at least 1 of the following:
  PSYC101 - Introduction to Psychology (FS) (3)
  SOC101 - How Society Really Works: An Introduction to Sociology (FS) (3)

Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC301","PSYC","301",,"Abnormal Psychology","3","0","3","fall and spring only",,"A descriptive approach to the study of the etiology, development, and dynamics of behavioral disorders, together with a review of current preventive and remedial practices.","Letter Grade - Regular",,"Complete all of the following
Completed the following:
  PSYC101 - Introduction to Psychology (FS) (3)

Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC219","PSYC","219",,"Cross-cultural Psychology","3","0","3","fall or spring or both",,"Review of cultural similarity and differences in such areas as child development, gender roles, social behavior, language and communication, and mental illness. Focus on psychological theory and research relevant to explaining how cultural factors influence human behavior and thought.","Letter Grade - Regular",,"Completed the following:
PSYC101 - Introduction to Psychology (FS) (3)
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC490","PSYC","490",,"Contemporary Topics in Psychology","3","0","3","fall or spring or both",,"Provides advanced coverage of topics in the instructor's area of expertise, with particular focus on the application of psychological principles to address contemporary social problems. May be repeated for a maximum of nine credits.","Letter Grade - Regular",,"Complete all of the following
Completed the following:
  PSYC321 - Research Methods (4)

Must have a class standing of upper-division or higher
",,"true","3","9","Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC290","PSYC","290",,"The Psychology of Eating","3","0","3","spring only",,"The psychological processes underlying human development of eating behaviors and the adoption of both healthy and unhealthy cognitions and behaviors concerning food, eating, and body image. Issues addressed include: food choice, food preferences, eating motivation, cultural influences, weight regulation, body image, dieting, obesity, eating disorders, and treatment.","Letter Grade - Regular",,"Completed the following:
PSYC101 - Introduction to Psychology (FS) (3)
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC696","PSYC","696",,"Directed Research","V","V","1–6","fall or spring or summer or all",,"Research conducted by a graduate student under the supervision of a member of the graduate faculty. Requires the clear statement of a hypothesis or proposition, a review of the relevant literature, analysis and synthesis of data or scholarly evidence, and the inference of conclusions. The results must be stated in a report written in clear and effective English. Requires submission of an Application for Directed Research prior to the deadline specified in the academic calendar. Either graded or pass/fail.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Directed Research","Graduate","College of Arts and Sciences","Psychological Science"
"PSYC367","PSYC","367",,"Psychological Neuroscience","3","0","3","fall or spring or both",,"Consideration of neuroscience with particular emphasis on current approaches and applications relating to human brain research. The goal is to illuminate the complex interaction shared by physiological/biological and mental functions and processes. The objective is to illustrate the dynamic role of neuroscience in transforming conventional ideology of brain processes and function.","Letter Grade - Regular",,"Complete all of the following
Completed the following:
  PSYC101 - Introduction to Psychology (FS) (3)

Completed at least 1 of the following:
  BIOL107 - Introduction to Human Biology (FN) (4)
  BIOL227 - Human Anatomy and Physiology I (FN) (4)

Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC101","PSYC","101",,"Introduction to Psychology (FS)","3","0","3","fall and spring and summer","FS - Foundations of Social Sciences","Investigation of mental processes and behavior through the lens of the scientific method. This survey course draws from topics within the American Psychological Association's five pillars of psychology: Pillar 1 Biological (Neuroscience, Sensation, Consciousness, Motivation); Pillar 2 Cognitive (Cognition, Memory, Perception); Pillar 3 Development (Learning, Life Span Development, Language); Pillar 4 Social and Personality (Social, Personality, Intelligence, Emotion, Multicultural, Gender); and Pillar 5 Mental and Physical Health (Abnormal, Health, Therapies).","Letter Grade - Regular",,,,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC351","PSYC","351",,"Personality","3","0","3","fall or spring or both",,"A study of the major contemporary theories and concepts of personality, with special emphasis on psychoanalytic, humanistic, and behavioral approaches.","Letter Grade - Regular",,"Complete all of the following
Completed the following:
  PSYC101 - Introduction to Psychology (FS) (3)

Completed at least 1 of the following:
  PSYC295 - Statistical Methods (3)
  MATH254 - Statistical Methods (FM) (3)

Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC411","PSYC","411",,"Practicing Skills in Advising","1","1","1","fall only",,"Hands-on advising training course. Students will shadow current advisors and begin serving as psychology advisors in training.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"false",,,"Field Studies","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC521","PSYC","521",,"Psychological Measurement","3","0","3","fall only",,"Theory and nature of psychological measurement together with a survey of types of psychological tests currently used.","Letter Grade - Regular",,"Completed the following:
PSYC321 - Research Methods (4)
",,"false",,"3","Lecture","Graduate","College of Arts and Sciences","Psychological Science"
"PSYC444","PSYC","444",,"Professional Development: Senior (FF)","3","0","1","fall or spring or summer or all","FF - Finishing Foundations","Fourth in a series of four created to provide direct touch points with students to facilitate academic preparedness, career exploration, establish post graduate trajectories, and develop resources for transitioning post college. With the support of faculty/staff, finalize resources for transitioning post college. Specifically resumes (workforce) and curriculum vitae (graduate school), write personal statements, identify and engage/apply for post college opportunities, and practice interview skills. ","Pass/Fail - PF",,"Completed the following:
PSYC333 - Professional Development: Junior (1)
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC514","PSYC","514",,"Diversity in Family Systems","2","0","2","spring, summer, or both",,"Explores attitudes toward human diversity and includes the acquisition of skills necessary to work sensitively with individuals and groups who are subjected to prejudice and discrimination based on race, ethnicity, gender, sexual orientation, socioeconomic status. Topics include experiences of people of oppressed groups and sociohistorical roots of biases.","Letter Grade - Regular",,,,"false",,"2","Lecture","Graduate","College of Arts and Sciences","Psychological Science"
"PSYC331","PSYC","331",,"The Psychology of Health","3","0","3","fall or spring or both",,"This course focuses on how biological, psychological, cultural, and social factors affect health and illness. It evaluates the best ways to promote healthy living and prevent disease and how people react psychologically when they are diagnosed with an illness or asked to make lifestyle changes. It also covers the influence of stress, coping, personality, culture, and family on health.","Letter Grade - Regular",,"Complete all of the following
Completed the following:
  PSYC101 - Introduction to Psychology (FS) (3)

Completed at least 1 of the following:
  PSYC295 - Statistical Methods (3)
  MATH254 - Statistical Methods (FM) (3)

Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC402","PSYC","402",,"Psychology Teaching Assistant","0","3","3","fall and spring only",,"Serve as teaching assistant for one psychology course. Experience may include attending lectures, holding office hours, tutoring students, grading papers, supervising review sessions, guest lecturing, and/or other duties relevant to teaching the course. Course may be repeated for a maximum of 6 credits. Recommended upper-division standing and a cumulative GPA above 3.00.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","2","6","Practicum","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC229","PSYC","229",,"Psychology of Gender","3","0","3","fall or spring or both",,"Examines gender issues from a psychological perspective, including scientific literature and psychological theories on these issues. Topics, among others, include work and family issues, biological vs. psychosocial influences on behavior, and gender roles.","Letter Grade - Regular",,"Completed the following:
PSYC101 - Introduction to Psychology (FS) (3)
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC341","PSYC","341",,"Perception","3","0","3","fall or spring or both",,"A survey of the basic concepts in the psychology of perception. Processes are stressed, although coverage of receptor structure and neural pathways is included.","Letter Grade - Regular",,"Complete all of the following
Completed the following:
  PSYC101 - Introduction to Psychology (FS) (3)

Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC493U","PSYC","493U",,"Work U","0","6","1–3","fall and spring and summer",,"Designed to provide students with professional experiences, regardless of their major. Students will develop their professional network alongside a mentor at a Treasure Valley employer. Time spent on site with employers and in a weekly class session. The class sessions are designed to unpack what the students are learning on the job, attend interactive workshops, engage with dynamic guest leaders from partner employers, and learn skills that translate directly to a professional setting. No more than 12 credits of Work U and/or internship may be applied towards graduation requirements.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Practicum","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC459","PSYC","459",,"Psychology and Law","3","0","3","fall or spring or both",,"The course provides an overview of research in the field of psychology and the law, and documents how psycholegal research relates to pressing issues facing the judicial system. A partial list of topics includes: eyewitness testimony, jury deliberations, criminal behavior, evidence, and the structure and function of the legal system. A course in statistics or research design is strongly recommended.","Letter Grade - Regular",,"Complete all of the following
Completed the following:
  PSYC101 - Introduction to Psychology (FS) (3)

Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC419","PSYC","419",,"Children and Families: Multicultural Perspectives","3","0","3","fall or spring or both",,"Research and theories on child development in the context of family interactions and influences. Examine cultural similarities and differences in parental values and beliefs about child rearing, socialization practices, gender roles in families, and the adolescent struggle for independence from family.","Letter Grade - Regular",,"Complete all of the following
Completed the following:
  PSYC101 - Introduction to Psychology (FS) (3)

Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC413","PSYC","413",,"Advanced Psychology Peer Advising","1","5","3","fall only",,"Serve as Psychology Peer Advisors. Duties include but are not limited to helping psychology majors and minors with class scheduling, planning their degree, exploring minors and certificates, answering academic-related questions, and helping mentor the incoming cohort of students enrolled in PSYC410 and PSYC411.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"false",,,"Field Studies","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC405","PSYC","405",,"Advanced Statistical Methods","3","0","3","fall or spring or both",,"Advanced topics in univariate statistics (for example, repeated measures designs) and multivariate techniques such as discriminant analysis, factor analysis, and principal component analysis.","Letter Grade - Regular",,"Complete all of the following
Completed the following:
  PSYC321 - Research Methods (4)

Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC322","PSYC","322","ANTH322, DATA-R322, SOC322","Principles of Data Science","3","0","3","fall only",,"An introduction to the core concepts of data science including: predictive modeling using machine learning and data mining; data gathering, extraction and cleaning; and exploratory data analysis. Emphasizes practical skills for liberal arts students to examine questions of human behavior using large and complex data sets. Cross-listed with ANTH322, DATA-R322, and SOC322, may be taken for credit once. ","Letter Grade - Regular",,"Complete all of the following
Completed the following:
  CS133 - Foundations of Data Science (3)

Must take a statistics course
Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC213","PSYC","213",,"The Psychology of Aging","3","0","3","summer only",,"An introduction to aging from a psychological perspective, exploring the increasing prevalence of older adults in society and the growing focus on their experiences. Topics include age-related differences in learning, memory, perception, and intellectual abilities; physiological, cognitive, sensory, personality, and interpersonal changes; major theories and stereotypes about aging; cognitive disorders associated with aging; and personal transitions in later life, including relationships, independence, and end-of-life considerations.","Letter Grade - Regular",,"Completed the following:
PSYC101 - Introduction to Psychology (FS) (3)
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC498","PSYC","498",,"Seminar","V","V","1–4","fall or spring or summer or all",,"A seminar is a small class that examines a particular topic. Seminars are typically discussion oriented and are most commonly offered at the junior, senior, or graduate level.","Letter Grade - Regular",,,,"false",,,"Seminar","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC310","PSYC","310",,"Adolescent and Adult Development","3","0","3","fall and spring only",,"Designed for psychology majors, the course emphasizes theories of human development including psychodynamic, behavioral, social-learning, and cognitive. Includes contemporary views of genetics, the environmental, and research designs appropriate to developmental issues.","Letter Grade - Regular",,"Complete all of the following
Completed the following:
  PSYC101 - Introduction to Psychology (FS) (3)

Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC333","PSYC","333",,"Professional Development: Junior","3","0","1","fall or spring or summer or all",,"Third in a series of four created to provide direct touch points with students to facilitate academic preparedness, career exploration, establish post graduate trajectories, and develop resources for transitioning post college. With the support of faculty/staff, focus on developing the relationships and experiences that will empower them to make transitions post college. Specifically, development of both academic and workforce post graduate plans, identifying specific programs for graduate work and workforce related options. ","Pass/Fail - PF",,"Completed the following:
PSYC222 - Professional Development: Sophomore (1)
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC295","PSYC","295",,"Statistical Methods","3","0","3","fall and spring only",,"Statistical concepts and methods commonly used in treatment of data in the social sciences. Topics covered will include: measures of central tendency and of variability, correlation measures, probability, and analysis of variance.","Letter Grade - Regular",,"Completed the following:
PSYC101 - Introduction to Psychology (FS) (3)
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC438","PSYC","438",,"Community Psychology","3","0","3","fall or spring or both",,"Focuses on human and social problems in a systemic context. Primary prevention and community empowerment strategies employed are emphasized for individual, community, and social benefit. A course in research methods is recommended but not required.","Letter Grade - Regular",,"Complete all of the following
Completed the following:
  PSYC101 - Introduction to Psychology (FS) (3)

Completed at least 1 of the following:
  PSYC295 - Statistical Methods (3)
  MATH254 - Statistical Methods (FM) (3)

Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PSYC420","PSYC","420","ANTH420, DATA-R420, SOC420","Social Network Analysis","3","0","3","fall and spring and summer",,"Introduces and applies concepts and empirical methods of network analysis in a field-based project. Social networks influence learning, economic behavior, and adoption of new products and organizational innovations. Cross-listed with ANTH420, DATA-R420 and SOC420, may be taken for credit once. ","Letter Grade - Regular",,"Complete all of the following
Must have a class standing of upper-division or higher
And take a statistics course
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Psychological Science"
"PUBADM689","PUBADM","689",,"Dissertation Proposal","V","V","1–6","fall or spring or summer or all",,"Background, objectives, scope, methods, and timeline of the dissertation research. Considerable autonomy is granted to the academic unit in the design, administration, and evaluation, and approval of the dissertation proposal. Pass/fail only.","Pass/Fail - PF","Requires Permission of Instructor Only",,,"false",,"6","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM512","PUBADM","512",,"Information Technology and Public Policy","3","0","3","fall or spring or both (alt yr)",,"Examines implications of information technology for policymaking and policy analysis as well as the management of knowledge and information in and between organizations.","Letter Grade - Regular",,,,"false",,"3","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM595","PUBADM","595",,"Reading and Conference","V","V","1–4","fall or spring or summer or all",,"The conduct of topical research, assigned readings or literature review. The faculty advisor and the student prepare and sign an agreement describing the amount and type of work to be accomplished. Either graded or pass/fail.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM562","PUBADM","562",,"How Public Policy is Made","1","0","1","fall or spring or summer or all",,"Examines the public policy process including stages, types, and the roles public servants play.","Letter Grade - Regular",,,,"false",,"1","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM543","PUBADM","543",,"Public Land and Resource Policy and Administration","3","0","3","fall or spring or both",,"Examines the major issues, actors, and policies affecting the public lands and resources of the United States. Special attention is paid to the processes, institutions, and organizations that influence how public land policy and resource policy is made.","Letter Grade - Regular",,,,"false",,"3","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM601","PUBADM","601",,"Philosophy of Social Inquiry","3","0","3","fall or spring or both",,"Explores epistemological and normative issues involved in social science and public policy research.","Letter Grade - Regular",,"Declared or admitted to Public Policy and Administration PhD
",,"false",,"3","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM547","PUBADM","547",,"Water Resources Policy and Management","3","0","3","fall or spring or both",,"Considers water resource policy, management, and politics in the US with attention to the clean Water Act, the Endangered Species Act, water allocation, public trust doctrines, and current water resource issues.","Letter Grade - Regular",,,,"false",,"3","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM552","PUBADM","552",,"Environmental Communication and Decision-Making","3","0","3","fall or spring or both",,"Examines processes by which policy actors communicate information about the environment, natural resources, and how they affect decision-making and behavior at both individual and institutional-levels.","Letter Grade - Regular",,,,"false",,"3","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM582","PUBADM","582",,"Selected Topics: Public Policy and Policy Analysis","V","0","1–3","fall or spring or summer or all",,"Public Policy and Policy Analysis. May be repeated for credit.","Letter Grade - Regular",,,,"true","99","99","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM608","PUBADM","608",,"Advanced Public Policy Studies","3","0","3","fall or spring or both",,"Explores advanced application of policy theory to local, regional, state, national, comparative policy questions.","Letter Grade - Regular",,"Complete all of the following
Declared or admitted to Public Policy and Administration PhD
Completed the following:
  PUBADM601 - Philosophy of Social Inquiry (3)
  PUBADM603 - Theories of Public Policy (3)
",,"false",,"3","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM693","PUBADM","693",,"Dissertation","V","V","1–12","fall or spring or summer or all",,"Independent research at the doctoral level resulting in a dissertation that must be defended as a final oral examination and archived in the university library and with UMI. The dissertation must be written in clear and effective English and presented in a format that conforms to the standards of the Graduate College. Pass/fail only.","Pass/Fail/In-Progress - PIP","Requires Permission of Instructor Only",,,"true","99","99","Thesis Research","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM590","PUBADM","590",,"Public Service Internship","V","V","1–12","fall or spring or summer or all",,"To earn graduate credit you must have a 3.00 cumulative GPA and no more than 12 credits may be applied toward a graduate degree or second undergraduate degree. Some graduate programs, however, accept only 3 internships credits. Practicum/Internship cannot be repeated to improve a grade. Either graded or pass/fail.
Notes: An undergraduate internship is an entry level employment experience related to the discipline. The graduate intern already has an undergraduate degree and is expected to perform with a higher level of responsibility, decision-making authority, and accomplishment.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Practicum","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM509","PUBADM","509",,"Public Policy Analysis","3","0","3","fall or spring or both",,"Introduces policy analysis, policy tools, and factors shaping the utilization of policy analysis. A significant portion of the course is spent in learning and applying analytical techniques.","Letter Grade - Regular",,"Completed the following:
PUBADM501 - Public Policy Process (3)
",,"false",,"3","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM555","PUBADM","555",,"Security Regulation and Policy for Nuclear, Radiation and Cyber-Related Risk","3","0","3","as justified",,"This regulation and policy course examines nuclear-radiation security, including cyber-nuclear risk, with an emphasis on the civilian sector. Topics will include: historical developments and relationships across nuclear security, safety and safeguards; national and international legal frameworks; organizations; transport and import/export; cooperation; culture and management.","Letter Grade - Regular",,,,"false",,,"Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM551","PUBADM","551",,"Environmental Management Techniques","3","0","3","fall or spring or both",,"Examines past, existing, and best practices for environmental management. Using a case study approach from the perspective of public administration and management, this class explores what management tools are used, and their level of success.","Letter Grade - Regular",,,,"false",,"3","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM561","PUBADM","561",,"How to Plan a Career in Public Service","1","0","1","fall or spring or summer or all",,"Examines key skills for public servants that are marketable to employers, and career paths that include employment in public, private, and non-profit organizations.","Letter Grade - Regular",,,,"false",,"1","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM540","PUBADM","540",,"Contemporary Issues in Natural Resource and Environmental Policy and Administration","3","0","3","fall or spring or both",,"Examines current and topical issues and controversies in natural resource and environmental policy from the perspective of public policy and public administration.","Letter Grade - Regular",,,,"false",,"3","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM596","PUBADM","596",,"Independent Study","V","V","1–6","fall or spring or summer or all",,"Advanced study of a specialized topic; design and completion of a project may be included in the study. The student works with a high degree of Independence to meet well-defined goals under the supervision of a member of the graduate faculty. Requires submission of a completed Application for Graduate Independent Study prior to the deadline specified in the academic calendar. An independent study cannot be substituted for a course regularly offered at Boise State, nor can independent study credits be used to improve a grade in a course the student has already taken. Either graded or pass/fail.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Independent Study","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM592","PUBADM","592",,"Portfolio","V","V","1–6","fall or spring or summer or all",,"A broad-based selection of significant student work that is used to appraise student performance and professional development. A portfolio reflects the depth and breadth of a student’s educational growth since entering the graduate program. Portfolios may include, but not be limited to, classroom examinations, journals, writing samples, publishable scholarship, professional projects, annotated bibliographies, and artistic endeavors, Pass/fail only.","Pass/Fail/In-Progress - PIP",,,,"true","99","99","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM568","PUBADM","568",,"How to Negotiate Risks","1","0","1","fall or spring or summer or all",,"Examines the way in which organizations make an assessment of, control, and transfer risk.","Letter Grade - Regular",,,,"false",,"1","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM687","PUBADM","687",,"Doctoral Preliminary Examination","V","V","1–6","fall or spring or summer or all",,"An early assessment of a student’s potential to complete a doctoral program satisfactorily. Considerable autonomy is granted to the academic unit in the design, administration, and evaluation of the preliminary examination. Pass/fail only.","Pass/Fail - PF","Requires Permission of Instructor Only",,,"false",,"6","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM466","PUBADM","466",,"How to Navigate Ethical Challenges","1","0","1","fall or spring or summer or all",,"Provides an introduction to ethical challenges faced by public servants, including legal responsibilities.","Letter Grade - Regular",,"Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","School of Public Service","Public Policy and Administration"
"PUBADM465","PUBADM","465",,"How to Manage Public Finances","1","0","1","fall or spring or summer or all",,"Examines key issues in public financial management, including basic government accounting and regulations governing public spending.","Letter Grade - Regular",,"Must have a class standing of upper-division or higher
",,"false",,,"Lecture","Undergraduate","School of Public Service","Public Policy and Administration"
"PUBADM606","PUBADM","606",,"Seminar in State and Local Government Policy and Administration","3","0","3","fall or spring or both",,"Examines current issues in state and local governance, with some particular attention paid to Western U.S. and state of Idaho issues and policies.","Letter Grade - Regular",,"Declared or admitted to Public Policy and Administration PhD
",,"false",,"3","Seminar","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM570","PUBADM","570",,"Public Management Skills and Techniques","3","0","3","fall or spring or both",,"This course addresses such knowledge and skills for managers and leaders in public organizations as: personal assessment; leading and managing others; aspects of self and others which underlie behavior; managing stress and time; decision making; public participation; working with elected and appointed public officials; working with the media; solving problems; communicating supportively and assertively; appropriately using power and influence; understanding motivational processes; managing conflicts; empowering and delegating; and building teams.","Letter Grade - Regular",,,,"false",,"3","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM513","PUBADM","513",,"Economics of Public Policy","3","0","3","fall or spring or both (alt yr)",,"Contributions of economic analysis to the justification, design, and implementation of economic policy, especially as it relates to the market economy and the benefits and costs associated with government intervention.","Letter Grade - Regular",,,,"false",,"3","Lecture","Graduate","School of Public Service","Public Policy and Administration"
"PUBADM593","PUBADM","593",,"Thesis","V","V","1–12","fall or spring or summer or all",,"Independent research or creativity activity at the master’s level resulting in a thesis that must be defended at a final oral examination and archived in the university library. The thesis must be written in clear and effective English and presented in a format that conforms to the standards of the Graduate College. Pass/fail only.","Pass/Fail/In-Progress - PIP","Requires Permission of Instructor Only",,,"true","99","99","Thesis Research","Graduate","School of Public Service","Public Policy and Administration"
